月份,门店ID,门店名称,业态分类,楼层,经营场景,租赁面积(sqm),月销售额,销售环比(%),租售比(%),欠费总额(元),欠费天数,水电费波动(%),近90天投诉数,进店率(%),成交转化率(%),保证金覆盖率(%),销售同比(%)
2025-10,SHOP_080,极光电器,主力店,F5,短期波动,1384,3836511,6.2,14.5,0,0,4.1,2,11.9,20.2,123.6,0.0
2025-11,SHOP_080,极光电器,主力店,F5,短期波动,1384,3903268,1.7,14.2,1153,4,1.0,1,11.9,20.2,123.0,0.0
2025-12,SHOP_080,极光电器,主力店,F5,短期波动,1384,4237834,8.6,13.1,235,12,-6.5,1,12.1,20.5,123.5,0.0
2026-01,SHOP_080,极光电器,主力店,F5,短期波动,1384,3248991,-23.3,17.1,0,1,-8.9,1,11.5,19.7,123.6,0.0
2026-02,SHOP_080,极光电器,主力店,F5,短期波动,1384,3120249,-4.0,17.8,0,0,-2.5,1,11.4,19.6,123.6,0.0
2026-03,SHOP_080,极光电器,主力店,F5,短期波动,1384,3421931,9.7,16.2,372,8,3.1,1,11.6,19.8,123.4,0.0
2026-04,SHOP_080,极光电器,主力店,F5,短期波动,1384,3439267,0.5,16.1,0,0,-9.6,1,11.6,19.9,123.6,0.0
2026-05,SHOP_080,极光电器,主力店,F5,短期波动,1384,3661417,6.5,15.2,588,4,-4.1,2,11.8,20.0,123.3,0.0
2026-06,SHOP_080,极光电器,主力店,F5,短期波动,1384,3423346,-6.5,16.2,0,0,1.3,1,11.6,19.9,123.6,0.0
2026-07,SHOP_080,极光电器,主力店,F5,短期波动,1384,3603851,5.3,15.4,0,0,-9.1,2,11.7,20.0,123.6,0.0
2025-08,SHOP_081,都会百货,主力店,F1,健康,1264,3428913,0.0,13.2,1313,9,-2.8,0,10.7,33.1,139.4,0.0
2025-09,SHOP_081,都会百货,主力店,F1,健康,1264,3669010,7.0,12.4,1636,14,-0.1,0,10.9,33.4,139.3,0.0
2025-10,SHOP_081,都会百货,主力店,F1,健康,1264,3843457,4.8,11.8,270,20,-4.1,0,11.0,33.7,139.9,0.0
2025-11,SHOP_081,都会百货,主力店,F1,健康,1264,4143952,7.8,10.9,129,26,-2.6,1,11.1,34.1,140.0,0.0
2025-12,SHOP_081,都会百货,主力店,F1,健康,1264,4265819,2.9,10.6,0,8,-0.9,1,11.2,34.2,140.1,0.0
2026-01,SHOP_081,都会百货,主力店,F1,健康,1264,3353511,-21.4,13.5,0,0,2.3,0,10.7,33.0,140.1,0.0
2026-02,SHOP_081,都会百货,主力店,F1,健康,1264,3229846,-3.7,14.0,1135,6,-1.2,1,10.6,32.9,139.5,0.0
2026-03,SHOP_081,都会百货,主力店,F1,健康,1264,3705725,14.7,12.2,51,15,0.3,1,10.9,33.5,140.1,0.0
2026-04,SHOP_081,都会百货,主力店,F1,健康,1264,3722346,0.4,12.2,0,4,0.7,0,10.9,33.5,140.1,0.0
2026-05,SHOP_081,都会百货,主力店,F1,健康,1264,3947929,6.1,11.5,875,12,-3.9,2,11.0,33.8,139.6,0.0
2026-06,SHOP_081,都会百货,主力店,F1,健康,1264,3798850,-3.8,11.9,0,0,1.0,1,11.0,33.6,140.1,0.0
2026-07,SHOP_081,都会百货,主力店,F1,健康,1264,3558695,-6.3,12.7,0,0,1.5,1,10.8,33.3,140.1,0.0
2025-08,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4422101,0.0,19.8,1983,8,2.6,1,19.3,10.5,111.7,0.0
2025-09,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4620239,4.5,19.0,0,0,-5.0,2,19.5,10.6,112.7,0.0
2025-10,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4899337,6.0,17.9,0,0,-6.9,2,19.7,10.7,112.7,0.0
2025-11,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4843203,-1.1,18.1,339,5,-3.5,0,19.7,10.6,112.5,0.0
2025-12,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,5062510,4.5,17.3,0,0,-4.7,1,19.8,10.7,112.7,0.0
2026-01,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,3927045,-22.4,22.3,0,0,-4.4,1,19.0,10.3,112.7,0.0
2026-02,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,3662650,-6.7,24.0,872,7,-6.0,1,18.8,10.3,112.3,0.0
2026-03,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4068438,11.1,21.6,136,15,-0.1,1,19.1,10.4,112.6,0.0
2026-04,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4219127,3.7,20.8,1358,20,0.8,2,19.2,10.4,112.0,0.0
2026-05,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4316981,2.3,20.3,0,11,-0.0,2,19.3,10.5,112.7,0.0
2026-06,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,3958251,-8.3,22.2,1553,20,-0.9,2,19.0,10.4,111.9,0.0
2026-07,SHOP_082,NOVA数字生活馆,主力店,F5,转化恶化,1468,4609617,16.5,19.0,0,0,-0.7,2,19.5,10.6,112.7,0.0
2025-08,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,115450,0.0,35.0,0,0,1.1,2,4.9,9.6,55.0,0.0
2025-09,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,118451,2.6,34.1,5710,10,0.5,2,4.9,9.6,52.1,0.0
2025-10,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,121499,2.6,33.2,6635,18,-1.6,2,5.0,9.7,51.7,0.0
2025-11,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,123624,1.7,32.7,12641,25,-4.1,4,5.0,9.7,48.7,0.0
2025-12,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,127425,3.1,31.7,15581,32,-5.6,3,5.0,9.7,47.2,0.0
2026-01,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,98015,-23.1,41.2,17490,37,-7.9,4,4.8,9.4,46.3,0.0
2026-02,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,93439,-4.7,43.2,21383,45,-9.3,4,4.8,9.3,44.3,0.0
2026-03,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,101578,8.7,39.7,26995,55,-8.0,4,4.8,9.4,41.5,0.0
2026-04,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,102204,0.6,39.5,28527,65,-5.4,4,4.8,9.4,40.7,0.0
2026-05,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,105759,3.5,38.2,32141,70,-9.5,4,4.9,9.5,38.9,0.0
2026-06,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,97003,-8.3,41.6,34006,77,-11.3,4,4.8,9.4,38.0,0.0
2026-07,SHOP_083,净衣坊洗护,生活服务,F2,欠费承压,83,118733,22.4,34.0,52000,64,-22.0,5,5.0,9.6,29.0,0.0
2025-08,SHOP_084,青柠美甲,生活服务,B1,健康,121,147468,0.0,19.9,1164,8,-1.0,2,13.9,21.9,141.9,0.0
2025-09,SHOP_084,青柠美甲,生活服务,B1,健康,121,151907,3.0,19.3,0,0,-2.5,1,14.0,22.0,142.5,0.0
2025-10,SHOP_084,青柠美甲,生活服务,B1,健康,121,164277,8.1,17.8,0,0,1.8,1,14.2,22.3,142.5,0.0
2025-11,SHOP_084,青柠美甲,生活服务,B1,健康,121,169887,3.4,17.3,0,0,-3.3,0,14.3,22.4,142.5,0.0
2025-12,SHOP_084,青柠美甲,生活服务,B1,健康,121,177970,4.8,16.5,0,0,0.0,0,14.5,22.6,142.5,0.0
2026-01,SHOP_084,青柠美甲,生活服务,B1,健康,121,141311,-20.6,20.7,2299,4,1.1,1,13.8,21.8,141.3,0.0
2026-02,SHOP_084,青柠美甲,生活服务,B1,健康,121,134503,-4.8,21.8,0,0,5.5,2,13.7,21.7,142.5,0.0
2026-03,SHOP_084,青柠美甲,生活服务,B1,健康,121,153994,14.5,19.0,0,0,1.3,1,14.0,22.1,142.5,0.0
2026-04,SHOP_084,青柠美甲,生活服务,B1,健康,121,158922,3.2,18.4,0,0,2.9,1,14.1,22.2,142.5,0.0
2026-05,SHOP_084,青柠美甲,生活服务,B1,健康,121,168344,5.9,17.4,0,0,2.1,2,14.3,22.4,142.5,0.0
2026-06,SHOP_084,青柠美甲,生活服务,B1,健康,121,154154,-8.4,19.0,0,0,0.0,2,14.1,22.1,142.5,0.0
2026-07,SHOP_084,青柠美甲,生活服务,B1,健康,121,149653,-2.9,19.6,0,0,4.8,2,14.0,22.0,142.5,0.0
2025-08,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,154052,0.0,30.6,0,0,-1.0,1,10.5,7.7,103.3,0.0
2025-09,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,155392,0.9,30.3,0,0,-8.7,1,10.5,7.7,103.3,0.0
2025-10,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,162698,4.7,29.0,2547,9,2.0,1,10.6,7.8,102.0,0.0
2025-11,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,163531,0.5,28.8,1282,15,-1.4,2,10.6,7.8,102.7,0.0
2025-12,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,168410,3.0,28.0,534,22,-7.5,1,10.6,7.8,103.0,0.0
2026-01,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,126994,-24.6,37.1,2629,26,-12.3,2,10.1,7.5,102.0,0.0
2026-02,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,118500,-6.7,39.8,2676,33,-13.3,3,10.0,7.5,102.0,0.0
2026-03,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,124229,4.8,37.9,1437,41,-12.4,3,10.1,7.5,102.6,0.0
2026-04,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,122592,-1.3,38.4,3101,46,-4.8,3,10.1,7.5,101.8,0.0
2026-05,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,124375,1.5,37.9,4003,51,-10.9,2,10.1,7.5,101.3,0.0
2026-06,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,116594,-6.3,40.4,4046,59,-15.7,2,10.0,7.5,101.3,0.0
2026-07,SHOP_085,悦修手机维修,生活服务,F4,持续下滑,82,154911,32.9,30.4,5316,10,-19.4,3,10.5,7.7,100.6,0.0
2025-08,SHOP_086,安齿口腔,生活服务,F2,健康,109,272109,0.0,10.5,1408,4,-0.9,1,23.1,25.5,84.6,0.0
2025-09,SHOP_086,安齿口腔,生活服务,F2,健康,109,294332,8.2,9.7,2002,12,-4.8,1,23.4,25.8,84.3,0.0
2025-10,SHOP_086,安齿口腔,生活服务,F2,健康,109,307905,4.6,9.3,386,17,-3.9,0,23.6,25.9,85.1,0.0
2025-11,SHOP_086,安齿口腔,生活服务,F2,健康,109,326162,5.9,8.8,1757,24,-4.2,0,23.9,26.2,84.4,0.0
2025-12,SHOP_086,安齿口腔,生活服务,F2,健康,109,344083,5.5,8.3,2345,28,-4.6,0,24.1,26.4,84.1,0.0
2026-01,SHOP_086,安齿口腔,生活服务,F2,健康,109,266575,-22.5,10.7,0,18,0.2,0,23.0,25.4,85.3,0.0
2026-02,SHOP_086,安齿口腔,生活服务,F2,健康,109,252161,-5.4,11.4,0,1,-5.9,0,22.8,25.2,85.3,0.0
2026-03,SHOP_086,安齿口腔,生活服务,F2,健康,109,292343,15.9,9.8,0,0,-0.1,0,23.4,25.7,85.3,0.0
2026-04,SHOP_086,安齿口腔,生活服务,F2,健康,109,303694,3.9,9.4,0,0,-1.4,0,23.5,25.9,85.3,0.0
2026-05,SHOP_086,安齿口腔,生活服务,F2,健康,109,304496,0.3,9.4,1337,8,2.8,1,23.5,25.9,84.6,0.0
2026-06,SHOP_086,安齿口腔,生活服务,F2,健康,109,297930,-2.2,9.6,0,0,-1.9,0,23.5,25.8,85.3,0.0
2026-07,SHOP_086,安齿口腔,生活服务,F2,健康,109,281090,-5.7,10.2,0,0,6.4,1,23.2,25.6,85.3,0.0
2025-08,SHOP_087,云剪造型,生活服务,F4,健康,74,192237,0.0,19.3,629,8,2.5,0,16.9,33.5,139.6,0.0
2025-09,SHOP_087,云剪造型,生活服务,F4,健康,74,201120,4.6,18.4,0,0,4.9,1,17.1,33.8,139.9,0.0
2025-10,SHOP_087,云剪造型,生活服务,F4,健康,74,208776,3.8,17.8,0,0,2.7,0,17.2,34.0,139.9,0.0
2025-11,SHOP_087,云剪造型,生活服务,F4,健康,74,216038,3.5,17.2,203,6,5.7,1,17.3,34.1,139.8,0.0
2025-12,SHOP_087,云剪造型,生活服务,F4,健康,74,231253,7.0,16.0,0,0,5.6,0,17.5,34.5,139.9,0.0
2026-01,SHOP_087,云剪造型,生活服务,F4,健康,74,178882,-22.6,20.7,0,0,-4.2,2,16.7,33.2,139.9,0.0
2026-02,SHOP_087,云剪造型,生活服务,F4,健康,74,171633,-4.1,21.6,593,9,-4.8,1,16.6,33.0,139.7,0.0
2026-03,SHOP_087,云剪造型,生活服务,F4,健康,74,191975,11.9,19.3,0,0,-3.8,1,16.9,33.5,139.9,0.0
2026-04,SHOP_087,云剪造型,生活服务,F4,健康,74,203214,5.9,18.3,2115,10,5.0,2,17.1,33.8,138.9,0.0
2026-05,SHOP_087,云剪造型,生活服务,F4,健康,74,207870,2.3,17.8,0,1,1.1,1,17.2,33.9,139.9,0.0
2026-06,SHOP_087,云剪造型,生活服务,F4,健康,74,204354,-1.7,18.2,322,5,-1.7,1,17.1,33.8,139.8,0.0
2026-07,SHOP_087,云剪造型,生活服务,F4,健康,74,192585,-5.8,19.3,0,0,7.1,1,16.9,33.6,139.9,0.0
2025-08,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,202294,0.0,28.9,1455,8,-5.6,1,19.6,8.0,79.3,0.0
2025-09,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,203116,0.4,28.8,1708,17,-3.1,2,19.6,8.0,79.2,0.0
2025-10,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,214861,5.8,27.2,0,3,-3.2,2,19.9,8.1,80.0,0.0
2025-11,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,220501,2.6,26.5,1596,13,-1.0,3,20.0,8.1,79.2,0.0
2025-12,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,234908,6.5,24.9,0,0,-2.3,2,20.2,8.2,80.0,0.0
2026-01,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,173070,-26.3,33.8,630,4,-8.1,1,19.1,7.8,79.7,0.0
2026-02,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,170380,-1.6,34.3,1408,13,-1.3,2,19.1,7.8,79.3,0.0
2026-03,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,184430,8.2,31.7,0,0,-1.3,2,19.3,7.9,80.0,0.0
2026-04,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,183295,-0.6,31.9,0,0,-0.3,3,19.3,7.9,80.0,0.0
2026-05,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,193587,5.6,30.2,1622,10,-0.3,3,19.5,8.0,79.2,0.0
2026-06,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,179643,-7.2,32.6,0,0,2.5,3,19.2,7.9,80.0,0.0
2026-07,SHOP_088,邻里花店,生活服务,B1,转化恶化,95,206603,15.0,28.3,0,0,-4.6,3,19.7,8.0,80.0,0.0
2025-08,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,144927,0.0,18.8,0,0,-3.8,1,21.8,33.1,146.1,0.0
2025-09,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,153810,6.1,17.7,0,0,1.8,0,22.0,33.4,146.1,0.0
2025-10,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,166832,8.5,16.3,428,7,2.7,1,22.4,33.8,145.9,0.0
2025-11,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,166723,-0.1,16.3,0,0,3.9,1,22.4,33.8,146.1,0.0
2025-12,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,181506,8.9,15.0,162,5,-2.3,1,22.8,34.3,146.0,0.0
2026-01,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,138974,-23.4,19.6,2038,14,1.8,2,21.6,32.9,145.1,0.0
2026-02,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,135567,-2.5,20.1,0,6,0.5,2,21.6,32.8,146.1,0.0
2026-03,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,153790,13.4,17.7,524,11,-0.5,1,22.0,33.4,145.8,0.0
2026-04,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,162390,5.6,16.8,2237,17,5.6,1,22.3,33.7,145.0,0.0
2026-05,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,164903,1.5,16.5,878,26,-4.0,2,22.3,33.7,145.7,0.0
2026-06,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,160261,-2.8,17.0,1669,35,2.7,1,22.2,33.6,145.3,0.0
2026-07,SHOP_089,轻氧皮肤管理,生活服务,B1,健康,73,149949,-6.4,18.2,0,0,5.0,2,21.9,33.3,146.1,0.0
2025-08,SHOP_090,白塔照相馆,生活服务,F4,健康,150,178738,0.0,17.4,739,4,-5.8,1,16.8,16.8,106.2,0.0
2025-09,SHOP_090,白塔照相馆,生活服务,F4,健康,150,184936,3.5,16.8,1469,13,-1.1,0,16.9,16.9,105.9,0.0
2025-10,SHOP_090,白塔照相馆,生活服务,F4,健康,150,195689,5.8,15.9,0,0,1.6,1,17.1,17.0,106.6,0.0
2025-11,SHOP_090,白塔照相馆,生活服务,F4,健康,150,200817,2.6,15.5,0,0,0.2,1,17.2,17.1,106.6,0.0
2025-12,SHOP_090,白塔照相馆,生活服务,F4,健康,150,212042,5.6,14.7,1536,7,-1.2,1,17.4,17.3,105.8,0.0
2026-01,SHOP_090,白塔照相馆,生活服务,F4,健康,150,171312,-19.2,18.2,0,0,0.3,2,16.7,16.7,106.6,0.0
2026-02,SHOP_090,白塔照相馆,生活服务,F4,健康,150,165494,-3.4,18.8,0,0,2.1,1,16.6,16.6,106.6,0.0
2026-03,SHOP_090,白塔照相馆,生活服务,F4,健康,150,179744,8.6,17.3,0,0,0.9,2,16.8,16.8,106.6,0.0
2026-04,SHOP_090,白塔照相馆,生活服务,F4,健康,150,187127,4.1,16.6,1929,10,3.9,1,17.0,16.9,105.6,0.0
2026-05,SHOP_090,白塔照相馆,生活服务,F4,健康,150,198104,5.9,15.7,1494,18,7.7,1,17.1,17.1,105.9,0.0
2026-06,SHOP_090,白塔照相馆,生活服务,F4,健康,150,192157,-3.0,16.2,1122,24,5.7,2,17.0,17.0,106.0,0.0
2026-07,SHOP_090,白塔照相馆,生活服务,F4,健康,150,178918,-6.9,17.4,0,0,0.5,2,16.8,16.8,106.6,0.0
2025-08,SHOP_091,快印先生,生活服务,F2,健康,125,249453,0.0,18.3,797,7,4.8,2,22.0,28.8,144.4,0.0
2025-09,SHOP_091,快印先生,生活服务,F2,健康,125,255934,2.6,17.8,0,0,4.3,2,22.1,28.9,144.8,0.0
2025-10,SHOP_091,快印先生,生活服务,F2,健康,125,284589,11.2,16.0,0,0,-4.6,2,22.6,29.4,144.8,0.0
2025-11,SHOP_091,快印先生,生活服务,F2,健康,125,295658,3.9,15.4,0,0,0.3,2,22.8,29.5,144.8,0.0
2025-12,SHOP_091,快印先生,生活服务,F2,健康,125,305152,3.2,15.0,0,0,1.7,1,22.9,29.7,144.8,0.0
2026-01,SHOP_091,快印先生,生活服务,F2,健康,125,240266,-21.3,19.0,742,6,4.8,3,21.9,28.7,144.4,0.0
2026-02,SHOP_091,快印先生,生活服务,F2,健康,125,227253,-5.4,20.1,0,0,-4.3,2,21.7,28.5,144.8,0.0
2026-03,SHOP_091,快印先生,生活服务,F2,健康,125,258675,13.8,17.6,0,0,0.7,2,22.2,29.0,144.8,0.0
2026-04,SHOP_091,快印先生,生活服务,F2,健康,125,270645,4.6,16.9,0,0,3.9,2,22.4,29.2,144.8,0.0
2026-05,SHOP_091,快印先生,生活服务,F2,健康,125,277168,2.4,16.5,579,8,3.1,2,22.5,29.3,144.5,0.0
2026-06,SHOP_091,快印先生,生活服务,F2,健康,125,269317,-2.8,16.9,661,16,-2.8,3,22.4,29.1,144.4,0.0
2026-07,SHOP_091,快印先生,生活服务,F2,健康,125,255118,-5.3,17.9,0,0,1.4,3,22.1,28.9,144.8,0.0
2025-08,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,75927,0.0,17.1,0,0,2.2,2,12.5,19.4,80.8,0.0
2025-09,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,76618,0.9,16.9,1789,10,1.4,3,12.5,19.4,79.9,0.0
2025-10,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,82590,7.8,15.7,0,0,-0.9,3,12.7,19.6,80.8,0.0
2025-11,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,84878,2.8,15.3,0,0,1.2,3,12.8,19.7,80.8,0.0
2025-12,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,87766,3.4,14.8,1940,6,0.6,3,12.9,19.8,79.8,0.0
2026-01,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,70350,-19.8,18.4,1333,15,2.5,4,12.4,19.2,80.1,0.0
2026-02,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,65090,-7.5,19.9,0,0,-0.6,4,12.2,19.0,80.8,0.0
2026-03,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,70601,8.5,18.4,0,0,1.8,4,12.4,19.2,80.8,0.0
2026-04,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,74238,5.2,17.5,0,0,-4.5,4,12.5,19.3,80.8,0.0
2026-05,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,76433,3.0,17.0,0,0,-3.3,4,12.5,19.4,80.8,0.0
2026-06,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,72140,-5.6,18.0,0,0,-2.8,4,12.4,19.3,80.8,0.0
2026-07,SHOP_092,暖心宠物护理,生活服务,B1,短期波动,77,76685,6.3,16.9,0,0,2.9,5,12.5,19.4,80.8,0.0
2025-08,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,200899,0.0,41.2,0,0,-6.4,3,3.8,6.3,48.0,0.0
2025-09,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,203505,1.3,40.7,8491,5,-15.4,4,3.8,6.4,43.8,0.0
2025-10,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,214200,5.3,38.7,9863,9,-14.3,4,3.8,6.4,43.1,0.0
2025-11,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,213353,-0.4,38.8,18947,18,-14.8,5,3.8,6.4,38.5,0.0
2025-12,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,208540,-2.3,39.7,23222,25,-16.1,5,3.8,6.4,36.4,0.0
2026-01,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,157290,-24.6,52.7,29448,34,-21.3,6,3.7,6.2,33.3,0.0
2026-02,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,146249,-7.0,56.6,35363,40,-24.3,6,3.6,6.1,30.3,0.0
2026-03,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,156106,6.7,53.1,40493,46,-28.9,7,3.7,6.2,27.8,0.0
2026-04,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,151645,-2.9,54.6,48861,53,-29.1,7,3.6,6.1,23.6,0.0
2026-05,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,144248,-4.9,57.4,53301,63,-35.2,8,3.6,6.1,21.3,0.0
2026-06,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,130666,-9.4,63.4,58872,71,-35.7,8,3.6,6.1,18.6,0.0
2026-07,SHOP_093,跃动工场,潮流运动,F3,疑似撤店,322,218018,66.9,38.0,66000,72,-45.0,8,3.9,6.4,15.0,0.0
2025-08,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,451477,0.0,23.6,0,0,-3.1,1,13.2,21.2,154.2,0.0
2025-09,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,456594,1.1,23.4,1784,5,-8.5,1,13.2,21.2,153.3,0.0
2025-10,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,493559,8.1,21.6,2359,12,-0.3,1,13.4,21.4,153.0,0.0
2025-11,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,506044,2.5,21.1,1164,19,-1.3,3,13.5,21.5,153.6,0.0
2025-12,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,532723,5.3,20.0,541,25,0.0,3,13.6,21.7,153.9,0.0
2026-01,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,414545,-22.2,25.8,1545,32,-7.3,2,13.0,20.9,153.4,0.0
2026-02,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,395310,-4.6,27.0,822,38,-7.5,3,12.9,20.8,153.8,0.0
2026-03,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,436300,10.4,24.5,0,30,1.7,2,13.1,21.1,154.2,0.0
2026-04,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,434058,-0.5,24.6,0,19,1.6,4,13.1,21.0,154.2,0.0
2026-05,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,450623,3.8,23.7,0,9,-4.8,3,13.2,21.2,154.2,0.0
2026-06,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,430069,-4.6,24.8,2208,13,-5.8,3,13.1,21.0,153.1,0.0
2026-07,SHOP_094,风速跑步中心,潮流运动,F2,短期波动,248,456554,6.2,23.4,0,0,5.8,4,13.2,21.2,154.2,0.0
2025-08,SHOP_095,潮跑装备,潮流运动,F2,健康,294,246386,0.0,12.0,1196,7,5.8,0,12.3,20.8,138.9,0.0
2025-09,SHOP_095,潮跑装备,潮流运动,F2,健康,294,249807,1.4,11.9,0,0,-0.8,0,12.3,20.8,139.5,0.0
2025-10,SHOP_095,潮跑装备,潮流运动,F2,健康,294,269647,7.9,11.0,934,7,0.7,1,12.5,21.1,139.0,0.0
2025-11,SHOP_095,潮跑装备,潮流运动,F2,健康,294,279244,3.6,10.6,1807,17,2.0,1,12.6,21.2,138.6,0.0
2025-12,SHOP_095,潮跑装备,潮流运动,F2,健康,294,300814,7.7,9.9,0,4,-4.2,2,12.7,21.4,139.5,0.0
2026-01,SHOP_095,潮跑装备,潮流运动,F2,健康,294,238121,-20.8,12.5,887,9,1.8,1,12.2,20.7,139.0,0.0
2026-02,SHOP_095,潮跑装备,潮流运动,F2,健康,294,226395,-4.9,13.1,0,0,0.6,0,12.1,20.5,139.5,0.0
2026-03,SHOP_095,潮跑装备,潮流运动,F2,健康,294,255212,12.7,11.6,1693,6,4.6,0,12.3,20.9,138.6,0.0
2026-04,SHOP_095,潮跑装备,潮流运动,F2,健康,294,255960,0.3,11.6,0,0,-0.9,1,12.3,20.9,139.5,0.0
2026-05,SHOP_095,潮跑装备,潮流运动,F2,健康,294,269466,5.3,11.0,962,10,3.5,2,12.5,21.1,139.0,0.0
2026-06,SHOP_095,潮跑装备,潮流运动,F2,健康,294,262231,-2.7,11.3,65,18,-2.8,2,12.4,21.0,139.4,0.0
2026-07,SHOP_095,潮跑装备,潮流运动,F2,健康,294,246317,-6.1,12.0,0,0,0.7,1,12.3,20.8,139.5,0.0
2025-08,SHOP_096,燃点篮球馆,潮流运动,F1,健康,302,495277,0.0,20.6,764,8,5.3,0,23.8,31.7,133.0,0.0
